source_lang,target_lang,train_dataset,dataset_size,test_dataset,m2m100_ft_spBLEU_mean,m2m100_ft_spBLEU_se,m2m100_ft_chrF2++_mean,m2m100_ft_chrF2++_se,m2m100_ft_BLEU_mean,m2m100_ft_BLEU_se,m2m100_ft_chrF2_mean,m2m100_ft_chrF2_se,m2m100_ft_TER_mean,m2m100_ft_TER_se,m2m100_ft_comet_score_mean,m2m100_ft_comet_score_se,m2m100_noft_spBLEU_mean,m2m100_noft_spBLEU_se,m2m100_noft_chrF2++_mean,m2m100_noft_chrF2++_se,m2m100_noft_BLEU_mean,m2m100_noft_BLEU_se,m2m100_noft_chrF2_mean,m2m100_noft_chrF2_se,m2m100_noft_TER_mean,m2m100_noft_TER_se,m2m100_noft_comet_score_mean,m2m100_noft_comet_score_se,small100_ft_spBLEU_mean,small100_ft_spBLEU_se,small100_ft_chrF2++_mean,small100_ft_chrF2++_se,small100_ft_BLEU_mean,small100_ft_BLEU_se,small100_ft_chrF2_mean,small100_ft_chrF2_se,small100_ft_TER_mean,small100_ft_TER_se,small100_ft_comet_score_mean,small100_ft_comet_score_se,small100_noft_spBLEU_mean,small100_noft_spBLEU_se,small100_noft_chrF2++_mean,small100_noft_chrF2++_se,small100_noft_BLEU_mean,small100_noft_BLEU_se,small100_noft_chrF2_mean,small100_noft_chrF2_se,small100_noft_TER_mean,small100_noft_TER_se,small100_noft_comet_score_mean,small100_noft_comet_score_se,nllb_ft_spBLEU_mean,nllb_ft_spBLEU_se,nllb_ft_chrF2++_mean,nllb_ft_chrF2++_se,nllb_ft_BLEU_mean,nllb_ft_BLEU_se,nllb_ft_chrF2_mean,nllb_ft_chrF2_se,nllb_ft_TER_mean,nllb_ft_TER_se,nllb_ft_comet_score_mean,nllb_ft_comet_score_se,nllb_noft_spBLEU_mean,nllb_noft_spBLEU_se,nllb_noft_chrF2++_mean,nllb_noft_chrF2++_se,nllb_noft_BLEU_mean,nllb_noft_BLEU_se,nllb_noft_chrF2_mean,nllb_noft_chrF2_se,nllb_noft_TER_mean,nllb_noft_TER_se,nllb_noft_comet_score_mean,nllb_noft_comet_score_se,trfm_spBLEU_mean,trfm_spBLEU_se,trfm_chrF2++_mean,trfm_chrF2++_se,trfm_BLEU_mean,trfm_BLEU_se,trfm_chrF2_mean,trfm_chrF2_se,trfm_TER_mean,trfm_TER_se,trfm_comet_score_mean,trfm_comet_score_se,genetic,geographic,syntactic,inventory,phonological,featural,dev_size,test_size,train_word_vocab_size,dev_word_vocab_size,test_word_vocab_size,avg_train_sentence_length,avg_dev_sentence_length,avg_test_sentence_length,train_dev_word_overlap,train_test_word_overlap,dev_test_word_overlap,ttr_train,ttr_dev,ttr_test,train_dev_ttr_distance,train_test_ttr_distance,dev_test_ttr_distance,train_dev_jsd,train_test_jsd,dev_test_jsd,train_dev_tf_idf,train_test_tf_idf,dev_test_tf_idf,train_dev_st_similarity,train_test_st_similarity,dev_test_st_similarity,eng_target
fao,eng,MT560_WikiMatrix,79315,MT560_OPUS_GNOME,10.4,1.3,25.8,1.4,1.8,1.4,29.5,1.6,116.9,5.2,0.5469,0.1597,14.6,1.8,26.9,1.7,5.0,2.2,28.1,1.7,95.9,4.8,0.6022,0.205,19.5,2.7,26.2,1.8,5.3,3.9,28.5,1.8,79.1,2.8,0.6752,0.1864,27.8,2.5,33.5,1.9,8.3,2.6,35.2,1.9,70.0,2.7,0.7098,0.1898,29.6,2.7,37.0,1.9,16.7,2.9,38.7,2.0,69.6,2.7,0.7166,0.1873,32.3,2.7,40.1,2.1,19.2,3.3,41.6,2.1,71.0,3.1,0.73,0.1838,1.9,0.6,10.7,0.9,0.0,0.0,12.5,1.1,105.2,3.0,0.5225,0.1531,0.7,0.1,0.61,0.5983,0.5687,0.8,997.0,1005.0,2266.0,36.0,36.0,83.38692555002207,102.60080240722166,14.680597014925374,0.0156385751520417,0.0156385751520417,0.5,0.0003426151911281,0.0003519302396058,0.0024400162667751,0.0007005789246989,0.7388861559006586,0.7323375978136341,0.0700068174342184,0.1252066987088919,0.1145735202460065,0.0014463144996776,0.0247126430165295,0.1937487775779618,0.1937097907066345,0.5754956603050232,0.7079778015613556,1.0
fao,eng,MT560_WikiMatrix,79315,MT560_WikiMatrix,5.6,0.9,19.8,0.8,4.0,0.8,20.8,0.8,97.0,2.0,0.4765,0.1602,3.9,0.6,17.1,0.6,2.1,0.5,18.4,0.6,97.1,1.7,0.4219,0.1554,5.9,0.9,20.1,0.8,4.3,0.7,21.1,0.8,96.6,2.8,0.4987,0.1693,4.5,0.7,20.2,0.7,2.9,0.7,21.5,0.7,94.7,2.2,0.4885,0.1458,5.8,0.9,20.7,0.8,4.3,0.9,21.9,0.8,92.8,1.4,0.5232,0.1532,5.5,0.9,20.5,0.8,3.9,0.8,21.9,0.8,93.0,1.1,0.5212,0.1479,4.6,0.7,17.9,0.7,3.6,0.7,18.6,0.7,96.9,2.4,0.4415,0.1627,0.7,0.1,0.61,0.5983,0.5687,0.8,997.0,1000.0,2266.0,36.0,344.0,83.38692555002207,102.60080240722166,103.484,0.0156385751520417,0.1141762452107279,0.0947368421052631,0.0003426151911281,0.0003519302396058,0.0033241853813149,0.0007005789246989,0.8044880637102328,0.799469138334446,0.0700068174342184,0.0471457284965176,0.0930172557770856,0.0014463144996776,0.000855309157289,0.0208837918438896,0.1937097907066345,0.032435655593872,0.2827593684196472,1.0
eng,hye,neulab_tedtalksv1,21361,OPUS_bible,5.7,0.5,32.6,0.8,1.4,0.4,34.9,0.8,113.7,2.2,0.7571,0.1073,4.0,0.5,23.2,0.8,1.3,0.4,24.4,0.8,111.8,5.4,0.5677,0.148,6.1,0.6,33.6,0.7,1.7,0.4,36.0,0.8,113.5,2.1,0.7686,0.104,8.2,0.7,30.3,0.7,2.8,0.6,32.1,0.7,93.8,2.0,0.7031,0.132,21.3,1.1,43.5,1.0,9.1,1.0,46.4,1.0,78.7,1.7,0.8614,0.0676,21.5,1.2,40.0,1.0,7.5,1.0,43.4,1.0,78.5,1.6,0.8415,0.0764,0.8,0.3,20.5,0.4,0.2,0.2,21.7,0.4,135.6,2.8,0.4143,0.0718,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,500.0,78.0,74.0,43.0,86.403820045878,96.81190798376184,93.23,0.4868421052631579,0.3553719008264462,0.3675213675213675,4.226103012886363e-05,0.0010343285251034,0.0009224498551968,0.9199525689414711,0.9104711036935448,0.0147098774647049,0.0214095916751532,0.1211804262407318,0.1222581839407298,0.0007510423790291,0.0175938982412151,0.0192227647142449,0.0299758911132812,0.369404673576355,0.3552398085594177,0.0
eng,hye,neulab_tedtalksv1,21361,flores,22.6,0.7,43.2,0.7,5.7,0.5,47.5,0.7,92.0,1.6,0.7979,0.1158,6.9,0.5,24.7,0.7,2.6,0.4,27.0,0.7,103.2,2.9,0.5346,0.1426,23.4,0.7,44.4,0.6,6.1,0.5,48.8,0.6,87.3,1.4,0.7978,0.114,12.0,0.6,32.4,0.7,4.9,0.5,35.6,0.7,85.5,1.1,0.6367,0.1403,36.6,0.8,50.9,0.6,13.9,0.8,56.3,0.6,69.9,1.0,0.8989,0.057,36.5,0.9,50.9,0.6,14.2,0.8,55.7,0.6,68.4,1.0,0.8949,0.0688,3.3,0.3,22.0,0.4,0.8,0.2,24.5,0.4,110.1,1.3,0.4095,0.0672,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,1012.0,78.0,74.0,76.0,86.403820045878,96.81190798376184,137.1818181818182,0.4868421052631579,0.4805194805194805,0.48,4.226103012886363e-05,0.0010343285251034,0.0005474399976949,0.9199525689414711,0.8515643498089831,0.791017392008518,0.0214095916751531,0.052301718730588,0.0590683636151573,0.0007510423790291,0.0035744772521709,0.0027506972805309,0.0299758911132812,0.1685927510261535,0.2111113667488098,0.0
eng,hye,neulab_tedtalksv1,21361,bible,5.3,0.4,31.9,0.6,1.3,0.3,34.1,0.6,115.7,2.0,0.7321,0.1252,4.0,0.4,23.4,0.5,1.3,0.2,24.7,0.5,109.0,3.3,0.5599,0.1404,5.9,0.4,32.8,0.5,1.7,0.3,35.1,0.5,113.0,1.4,0.7422,0.114,7.8,0.5,30.4,0.5,3.1,0.4,32.2,0.5,91.9,1.2,0.6972,0.1287,19.6,0.8,41.9,0.7,8.6,0.6,44.9,0.8,80.1,1.2,0.8493,0.0879,25.7,0.9,44.3,0.8,11.0,0.8,47.3,0.8,73.7,1.2,0.8632,0.0686,0.7,0.2,19.7,0.3,0.0,0.0,20.9,0.3,133.1,1.9,0.4129,0.075,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,1000.0,78.0,74.0,38.0,86.403820045878,96.81190798376184,90.387,0.4868421052631579,0.3275862068965517,0.3392857142857143,4.226103012886363e-05,0.0010343285251034,0.0004204144401296,0.9199525689414711,0.8090601171625877,2.132357146267297,0.0214095916751532,0.1181537080625962,0.1195129317457534,0.0007510423790291,0.0167445570982279,0.0192338105922451,0.0299758911132812,0.3661289811134338,0.352088451385498,0.0
eng,hye,neulab_tedtalksv1,21361,neulab_tedtalksv1,25.2,0.9,43.3,0.7,16.1,0.8,46.0,0.7,68.3,1.1,0.8266,0.1143,4.2,0.3,27.1,0.6,2.5,0.3,29.1,0.7,97.1,2.5,0.6112,0.1605,26.2,0.8,44.1,0.7,17.1,0.8,46.8,0.7,66.1,1.1,0.8289,0.114,8.6,0.5,32.6,0.6,4.3,0.4,35.0,0.7,86.6,0.9,0.6466,0.16,30.2,0.9,47.4,0.7,19.1,0.8,50.3,0.7,64.1,1.1,0.8648,0.0957,27.8,0.9,46.9,0.7,16.0,0.8,50.1,0.7,69.7,1.0,0.8587,0.0961,9.6,0.5,27.1,0.6,7.9,0.6,28.4,0.6,79.9,0.9,0.5964,0.1657,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,1568.0,78.0,74.0,76.0,86.403820045878,96.81190798376184,85.09757653061224,0.4868421052631579,0.4935064935064935,0.4933333333333333,4.226103012886363e-05,0.0010343285251034,0.0005695742432531,0.9199525689414711,0.8571101220184288,0.6658035642308653,0.0214095916751532,0.0161123359918323,0.0235225895979135,0.0007510423790291,0.000415190472596,0.002122978991599,0.0299758911132812,0.0076991319656372,0.0311239361763,0.0
eng,hye,neulab_tedtalksv1,21361,MT560_OPUS_OpenSubtitles_v2018,6.3,0.4,23.5,0.4,1.0,0.2,26.3,0.4,132.1,1.9,0.7149,0.1527,2.2,0.2,15.6,0.3,0.8,0.2,16.9,0.4,124.5,3.1,0.5914,0.1697,6.8,0.4,24.0,0.4,1.0,0.2,26.7,0.5,126.6,1.9,0.7273,0.1481,5.1,0.3,20.9,0.4,1.5,0.3,23.0,0.4,104.3,1.1,0.6755,0.1674,13.7,0.6,27.8,0.5,3.0,0.4,31.3,0.6,99.9,1.4,0.8105,0.1206,14.0,0.6,28.1,0.5,3.2,0.4,30.9,0.5,96.1,1.0,0.792,0.1337,1.4,0.2,15.7,0.3,0.3,0.1,17.4,0.3,141.7,2.0,0.5242,0.1428,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,3390.0,78.0,74.0,68.0,86.403820045878,96.81190798376184,34.52271386430679,0.4868421052631579,0.4657534246575342,0.4647887323943662,4.226103012886363e-05,0.0010343285251034,0.0005810376649121,0.9199525689414711,0.8598227562602638,0.6086187855753157,0.0214095916751532,0.0581127484066815,0.0657771362508605,0.0007510423790291,0.0024443732588141,0.0044600981833049,0.0299758911132812,0.2116809487342834,0.2351431250572204,0.0
eng,hye,neulab_tedtalksv1,21361,MT560_OPUS_Tatoeba,19.2,1.1,41.3,1.1,5.6,0.8,43.8,1.1,113.3,2.2,0.8382,0.1303,6.0,0.7,22.4,0.9,4.0,0.8,24.7,0.9,100.6,2.7,0.6943,0.1594,20.7,1.1,44.7,1.1,6.0,0.8,46.1,1.1,108.0,2.0,0.8619,0.1182,12.4,1.0,30.8,1.1,7.9,1.3,34.2,1.1,88.8,1.8,0.7902,0.1476,27.3,1.3,42.3,1.1,15.1,1.5,48.3,1.2,79.0,1.7,0.8979,0.0916,34.2,1.5,49.3,1.2,22.6,1.9,51.0,1.2,66.6,1.8,0.8967,0.1009,4.8,0.6,24.3,0.8,1.7,0.4,25.1,0.8,136.6,2.6,0.6289,0.1661,0.9,0.2,0.66,0.5064,0.5032,0.6,739.0,2121.0,78.0,74.0,57.0,86.403820045878,96.81190798376184,18.643564356435643,0.4868421052631579,0.4222222222222222,0.4351145038167939,4.226103012886363e-05,0.0010343285251034,0.0014414687808208,0.9199525689414711,0.9422234799219064,0.0797769830256002,0.0214095916751532,0.0800057329541021,0.0855099065456632,0.0007510423790291,0.0080014411878571,0.0113966307088121,0.0299758911132812,0.2365304827690124,0.2675080895423889,0.0
eng,kir,MT560_OPUS100,29215,flores,0.3,0.1,1.9,0.2,0.0,0.0,2.0,0.3,105.6,2.7,0.2278,0.1003,0.4,0.1,1.9,0.2,0.1,0.1,1.5,0.3,137.6,5.9,0.2393,0.1222,2.2,0.3,14.9,0.4,0.2,0.1,17.2,0.5,129.3,5.3,0.4098,0.102,0.7,0.2,2.4,0.2,0.1,0.1,1.3,0.2,128.1,2.7,0.3344,0.0782,26.9,0.8,44.5,0.7,9.6,0.7,49.1,0.7,76.6,0.9,0.8855,0.0618,25.9,0.9,43.4,0.7,9.1,0.7,48.0,0.8,78.3,1.0,0.8796,0.0665,0.0,0.0,7.5,0.3,0.0,0.0,8.5,0.4,113.1,3.8,0.3183,0.1019,1.0,0.3,0.77,0.5503,0.3277,0.6,997.0,1012.0,251.0,71.0,73.0,21.23932911175766,110.45235707121364,115.15810276679842,0.2204968944099379,0.2191358024691358,0.4930555555555556,0.0004045079265826,0.0006447453255963,0.0006263943710314,0.1388368750819291,0.125477497684705,0.0008582654442367,0.2754305336190709,0.2871667751566125,0.0235310633832126,0.058971520000333,0.0628805914127925,0.0099383996986838,0.2809361815452575,0.2915271520614624,0.0096793174743652,0.0
eng,kir,MT560_OPUS100,29215,MT560_OPUS100,8.5,1.4,12.5,1.2,4.7,1.0,13.3,1.3,120.3,3.1,0.4773,0.2214,4.1,1.0,6.8,0.9,1.6,0.6,6.9,1.0,128.0,6.2,0.5209,0.1991,29.4,1.9,40.5,1.7,15.1,2.1,42.7,1.7,73.2,2.2,0.783,0.1864,11.4,1.6,13.6,1.2,3.3,0.9,13.1,1.3,125.0,2.9,0.5269,0.2277,22.9,1.4,33.6,1.4,9.2,1.6,35.9,1.4,85.7,2.1,0.7651,0.1616,17.4,1.4,28.6,1.1,4.8,1.0,30.9,1.2,95.0,2.2,0.7499,0.1622,22.9,3.1,35.7,2.0,12.2,2.5,37.2,2.0,104.3,11.5,0.7512,0.2301,1.0,0.3,0.77,0.5503,0.3277,0.6,997.0,2000.0,251.0,71.0,84.0,21.23932911175766,110.45235707121364,21.74,0.2204968944099379,0.226865671641791,0.4516129032258064,0.0004045079265826,0.0006447453255963,0.001931922723091,0.1388368750819291,0.6250783909664137,0.443912433002715,0.2754305336190709,0.0444886703109736,0.261359988101141,0.058971520000333,0.0029108063811444,0.0490650996076662,0.2809361815452575,0.0186331272125244,0.3102873563766479,0.0
eng,kir,MT560_OPUS100,29215,MT560_OPUS_Tatoeba,0.0,0.0,1.8,0.9,0.0,0.0,2.1,1.1,113.5,6.2,0.3578,0.1197,0.0,0.0,1.8,0.6,0.0,0.0,1.0,0.7,212.4,77.0,0.4058,0.186,1.4,1.6,14.9,1.9,0.0,0.0,14.6,2.0,101.6,6.0,0.5902,0.1522,0.0,0.0,2.8,0.2,0.0,0.0,0.7,0.1,166.2,13.6,0.4482,0.1436,37.3,5.5,56.5,4.8,20.2,6.3,58.4,5.0,56.4,6.7,0.9253,0.0808,37.7,5.4,56.4,4.8,20.1,5.9,58.0,4.8,57.6,6.8,0.9253,0.081,0.0,0.0,7.3,1.0,0.0,0.0,6.5,1.1,114.4,5.7,0.4106,0.1186,1.0,0.3,0.77,0.5503,0.3277,0.6,997.0,114.0,251.0,71.0,32.0,21.23932911175766,110.45235707121364,19.59649122807017,0.2204968944099379,0.1130742049469964,0.3106796116504854,0.0004045079265826,0.0006447453255963,0.0143240823634735,0.1388368750819291,0.944318061950581,0.9120034495147992,0.2754305336190708,0.3201229510439455,0.1197572328571153,0.058971520000333,0.1306228064265982,0.0205307794445273,0.2809361815452575,0.2837430834770202,0.3369268774986267,0.0
eng,hau,MT560_OPUS100,99851,OPUS_Tanzil,23.6,2.4,40.8,1.8,17.5,2.1,42.8,1.8,79.3,3.5,0.7416,0.1246,2.2,0.6,17.1,0.8,1.5,0.5,18.5,0.9,110.9,4.8,0.5582,0.1236,6.0,1.1,23.7,1.2,3.7,0.9,25.3,1.3,107.4,5.3,0.6561,0.1264,5.2,1.0,21.9,1.2,3.3,0.8,23.5,1.2,111.6,4.8,0.6223,0.134,28.9,2.1,45.9,2.0,21.8,2.3,47.7,2.0,67.0,2.8,0.7527,0.1257,26.6,2.3,44.2,2.0,20.9,2.3,45.9,2.0,69.9,3.4,0.7435,0.1262,5.1,0.9,22.2,1.0,2.9,0.7,23.4,1.0,136.4,6.8,0.6006,0.1011,1.0,0.2,0.45,0.5337,0.427,0.5,997.0,500.0,39.0,40.0,26.0,75.21170544110726,108.66700100300903,38.158,0.4936708860759494,0.4,0.3939393939393939,5.193100792493812e-06,0.0003692046409023,0.0013627548613658,0.9720665556741392,0.9923930471019118,0.5315500559317156,0.0975600699142372,0.0406317177845787,0.0873797401843173,0.0084821048489397,0.0024845227731775,0.0061207538587326,0.0333396196365356,0.0180451869964599,0.0424886345863342,0.0
eng,hau,MT560_OPUS100,99851,MT560_OPUS_Tatoeba,1.2,1.4,21.7,2.0,0.0,0.0,23.7,2.3,143.5,11.1,0.6451,0.1136,2.0,2.4,24.7,2.7,0.0,0.0,26.2,3.1,117.1,9.2,0.6046,0.1269,2.0,2.3,22.2,3.6,0.0,0.0,23.7,4.1,128.0,26.4,0.631,0.1406,3.9,3.7,27.2,3.3,0.0,0.0,28.7,3.4,115.8,11.9,0.6573,0.1374,17.7,6.0,46.6,4.6,9.2,5.2,50.0,4.9,82.7,10.7,0.7537,0.1379,21.1,6.3,49.9,5.2,11.2,5.8,53.5,5.5,79.3,10.5,0.7613,0.1435,0.0,0.0,12.2,1.2,0.0,0.0,14.1,1.5,195.3,18.5,0.5158,0.0946,1.0,0.2,0.45,0.5337,0.427,0.5,997.0,56.0,39.0,40.0,27.0,75.21170544110726,108.66700100300903,24.857142857142858,0.4936708860759494,0.4090909090909091,0.4029850746268656,5.193100792493812e-06,0.0003692046409023,0.0193965517241379,0.9720665556741392,0.9994646052882384,0.9622932133571752,0.0975600699142372,0.1246722815466535,0.1080525350182988,0.0084821048489397,0.0196450596184165,0.0109098729701748,0.0333396196365356,0.1491077542304992,0.1693843603134155,0.0
eng,hau,MT560_OPUS100,99851,flores,3.7,0.4,22.8,0.6,1.9,0.3,25.3,0.6,102.4,2.1,0.5766,0.129,8.8,0.6,29.4,0.6,5.0,0.5,31.4,0.6,85.6,1.3,0.5824,0.1196,8.2,0.7,29.2,0.7,5.2,0.5,31.4,0.7,85.7,1.3,0.6049,0.1195,10.1,0.6,32.9,0.6,6.2,0.5,35.1,0.6,80.5,1.0,0.6155,0.1064,27.8,1.2,51.7,0.9,21.6,1.1,54.3,0.9,63.1,1.4,0.8107,0.0868,28.1,1.2,50.7,0.9,21.8,1.1,53.3,0.9,62.4,1.3,0.8051,0.0889,0.2,0.1,15.4,0.2,0.0,0.0,17.8,0.2,172.4,7.0,0.4587,0.065,1.0,0.2,0.45,0.5337,0.427,0.5,997.0,1012.0,39.0,40.0,42.0,75.21170544110726,108.66700100300903,111.31719367588931,0.4936708860759494,0.4814814814814814,0.4878048780487805,5.193100792493812e-06,0.0003692046409023,0.0003728262895795,0.9720665556741392,0.972335999029859,9.436253076336292e-05,0.0975600699142372,0.0939444149611199,0.0134501550623585,0.0084821048489397,0.0073803472810342,0.0044036080615151,0.0333396196365356,0.0319002866744995,0.0010663270950317,0.0
eng,hau,MT560_OPUS100,99851,MT560_OPUS100,36.4,0.8,53.3,0.7,26.8,0.9,55.0,0.7,60.9,1.2,0.8133,0.1055,3.6,0.3,20.9,0.5,3.1,0.3,21.7,0.5,96.8,1.2,0.5702,0.1583,16.1,0.8,36.1,0.7,11.6,0.6,37.6,0.7,85.2,1.8,0.7315,0.1427,12.9,0.7,32.8,0.7,9.1,0.5,34.2,0.7,91.5,2.0,0.6939,0.1524,47.3,0.9,62.9,0.8,37.4,1.0,64.3,0.8,47.4,1.1,0.8398,0.1005,45.2,1.0,61.2,0.8,36.0,1.0,62.7,0.8,49.5,1.2,0.8348,0.1047,8.3,0.5,27.5,0.4,5.2,0.4,28.4,0.4,122.4,4.4,0.6413,0.1096,1.0,0.2,0.45,0.5337,0.427,0.5,997.0,1997.0,39.0,40.0,32.0,75.21170544110726,108.66700100300903,73.31747621432149,0.4936708860759494,0.4507042253521127,0.4444444444444444,5.193100792493812e-06,0.0003692046409023,0.0002185568418536,0.9720665556741392,0.9530428381784578,0.4751128418200482,0.0975600699142372,0.0128258231186424,0.1016962768133056,0.0084821048489397,0.0075474715454082,0.0219122008240861,0.0333396196365356,0.0005663633346557,0.0377463102340698,0.0
amh,eng,OPUS_bible,28539,MT560_OPUS_GlobalVoices,1.9,0.2,20.3,0.4,1.3,0.2,22.2,0.4,130.2,3.2,0.5143,0.1007,8.5,0.7,27.2,0.7,4.9,0.5,29.4,0.8,103.7,2.6,0.6099,0.1544,2.2,0.2,21.0,0.4,1.2,0.2,22.9,0.4,140.4,5.9,0.525,0.1066,9.7,0.7,30.1,0.7,6.2,0.5,32.5,0.7,94.3,2.8,0.6562,0.135,19.6,0.9,41.2,0.9,13.7,0.8,43.8,0.9,78.2,1.3,0.7835,0.1318,19.8,0.9,41.2,0.9,13.9,0.8,43.9,0.9,75.6,1.2,0.789,0.1293,0.4,0.1,16.8,0.2,0.2,0.2,18.7,0.2,167.9,4.2,0.4256,0.053,1.0,0.3,0.61,0.492,0.4816,0.5,1000.0,1598.0,32.0,26.0,61.0,100.51329759276778,88.127,94.56821026282852,0.4482758620689655,0.3440860215053763,0.2988505747126437,1.1155465707575504e-05,0.0002950287653046,0.0004036527263102,0.925806803796268,0.945491175351946,0.0724161598045338,0.0452603356040739,0.101871856811456,0.0930356115808872,0.0076898396627329,0.0204248306874292,0.0132374068128631,0.1375988125801086,0.4459034204483032,0.4806082844734192,1.0
amh,eng,OPUS_bible,28539,flores,3.3,0.3,24.8,0.5,2.5,0.3,26.3,0.5,126.4,3.8,0.5316,0.1035,14.6,0.8,37.3,0.8,10.6,0.7,39.2,0.8,83.4,2.1,0.6851,0.1377,3.7,0.3,25.5,0.6,2.7,0.3,27.0,0.6,129.2,5.6,0.5472,0.1033,16.7,0.8,41.0,0.7,12.9,0.8,42.9,0.7,74.0,1.6,0.7208,0.1129,37.7,1.1,58.8,0.9,30.4,1.1,60.6,0.9,50.4,1.2,0.871,0.0563,36.8,1.1,57.9,0.9,29.4,1.1,59.9,0.9,49.5,1.2,0.8694,0.0554,0.7,0.1,18.4,0.2,0.5,0.1,20.2,0.3,165.0,3.9,0.4266,0.0448,1.0,0.3,0.61,0.492,0.4816,0.5,1000.0,1012.0,32.0,26.0,39.0,100.51329759276778,88.127,106.64229249011858,0.4482758620689655,0.4507042253521127,0.4,1.1155465707575504e-05,0.0002950287653046,0.0003613721020737,0.925806803796268,0.9392134454363612,0.0337043051078888,0.0452603356040739,0.0982290252982284,0.0898861840780016,0.0076898396627329,0.019507181876267,0.0217412868195304,0.1375988125801086,0.5540951192378998,0.6132340133190155,1.0
amh,eng,OPUS_bible,28539,MT560_OPUS100,3.5,0.2,26.5,0.4,3.0,0.3,28.2,0.4,95.3,1.1,0.5902,0.1109,5.1,0.3,26.1,0.4,4.2,0.3,27.7,0.4,90.2,1.3,0.6078,0.1137,4.4,0.3,28.4,0.4,3.9,0.3,30.1,0.4,91.9,1.5,0.6085,0.1114,8.2,0.4,31.2,0.5,6.8,0.4,32.6,0.5,85.4,1.8,0.6475,0.118,23.5,0.7,44.0,0.6,22.9,0.8,45.1,0.6,61.7,1.1,0.7382,0.119,25.5,0.8,45.6,0.7,24.8,0.8,46.6,0.7,59.4,1.1,0.7449,0.1223,1.0,0.1,20.7,0.3,0.8,0.1,22.6,0.3,140.3,3.0,0.477,0.0795,1.0,0.3,0.61,0.492,0.4816,0.5,1000.0,1983.0,32.0,26.0,36.0,100.51329759276778,88.127,80.28038325769037,0.4482758620689655,0.4705882352941176,0.4193548387096774,1.1155465707575504e-05,0.0002950287653046,0.0002261363350837,0.925806803796268,0.9037721011259684,0.0928116110152682,0.0452603356040739,0.0330682774126727,0.0439131815272081,0.0076898396627329,0.0035116558811756,0.0050522673264609,0.1375988125801086,0.1007460951805114,0.1033633351325988,1.0
amh,eng,OPUS_bible,28539,OPUS_bible,26.1,1.1,47.8,0.8,20.4,1.0,48.5,0.8,69.8,1.8,0.7621,0.0887,7.5,0.6,28.2,0.6,5.5,0.5,29.2,0.6,102.5,3.1,0.597,0.1169,28.3,1.1,49.6,0.8,21.8,1.1,50.3,0.8,67.4,1.9,0.7735,0.0844,12.2,0.8,34.5,0.7,9.2,0.7,35.4,0.7,91.4,3.3,0.6577,0.1096,57.4,1.3,71.8,0.9,50.4,1.4,72.3,0.9,35.1,1.6,0.8624,0.0563,37.4,1.1,59.6,0.8,30.7,1.1,61.0,0.8,49.2,1.7,0.8327,0.0574,9.3,0.6,31.4,0.5,5.5,0.5,32.3,0.5,102.3,2.8,0.5896,0.0785,1.0,0.3,0.61,0.492,0.4816,0.5,1000.0,1000.0,32.0,26.0,26.0,100.51329759276778,88.127,103.16,0.4482758620689655,0.4482758620689655,0.5,1.1155465707575504e-05,0.0002950287653046,0.0002520356727413,0.925806803796268,0.913436165487568,0.0290986836119883,0.0452603356040739,0.0336871093538507,0.0299593839673691,0.0076898396627329,0.00442821100368,0.0026910045545088,0.1375988125801086,0.0744605660438537,0.0441407561302185,1.0
amh,eng,OPUS_bible,28539,OPUS_Tanzil,2.3,0.5,20.8,0.8,2.2,0.6,22.3,0.8,105.6,2.8,0.5685,0.1004,2.8,0.6,18.7,0.9,2.3,0.6,19.9,1.0,95.0,2.1,0.5493,0.1027,2.8,0.6,21.6,0.8,2.6,0.7,22.9,0.8,102.9,4.2,0.5795,0.1078,4.8,1.0,21.5,1.1,4.0,0.9,22.7,1.1,92.8,3.7,0.5857,0.1139,15.9,1.7,33.0,1.5,14.5,1.6,34.0,1.5,74.3,2.4,0.6809,0.1177,16.4,1.8,33.3,1.7,15.1,1.7,34.4,1.7,72.7,2.3,0.686,0.1216,0.7,0.3,18.5,0.5,0.6,0.5,20.1,0.5,170.1,7.1,0.4842,0.0631,1.0,0.3,0.61,0.492,0.4816,0.5,1000.0,500.0,32.0,26.0,28.0,100.51329759276778,88.127,40.352,0.4482758620689655,0.4333333333333333,0.4814814814814814,1.1155465707575504e-05,0.0002950287653046,0.0013877874702616,0.925806803796268,0.9839879947028516,0.6200156122300808,0.0452603356040739,0.0429358490252154,0.042954498932753,0.0076898396627329,0.0074633771109219,0.0061466059675839,0.1375988125801086,0.1263080239295959,0.1208420991897583,1.0
